config,neighborhoods,instance,family,type,dist,veh,time_ms,gap_pct
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC206,RC,2,1218.2,4,344,15.897631053182396
sem:Relocate,"oropt,swap,twoopt,cross",RC206,RC,2,1251.5,4,467,19.065740652649616
sem:Or-opt,"relocate,swap,twoopt,cross",RC206,RC,2,1267.7,4,241,20.60698316049854
sem:Swap,"relocate,oropt,twoopt,cross",RC206,RC,2,1218.2,4,344,15.897631053182396
sem:2-opt,"relocate,oropt,swap,cross",RC206,RC,2,1226.7,4,312,16.706307677671024
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC206,RC,2,1299.3,4,228,23.613357435068032
cumul:Relocate,relocate,RC207,RC,2,1330.8,4,122,38.207498182573474
cumul:Relocate+Or-opt,"relocate,oropt",RC207,RC,2,1195.0,4,243,24.104268356007896
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC207,RC,2,1195.0,4,240,24.104268356007896
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC207,RC,2,1195.0,4,258,24.104268356007896
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC207,RC,2,1195.0,4,259,24.104268356007896
sem:Relocate,"oropt,swap,twoopt,cross",RC207,RC,2,1252.3,4,535,30.05504206044241
sem:Or-opt,"relocate,swap,twoopt,cross",RC207,RC,2,1205.7,4,228,25.215494859279268
sem:Swap,"relocate,oropt,twoopt,cross",RC207,RC,2,1195.0,4,263,24.104268356007896
sem:2-opt,"relocate,oropt,swap,cross",RC207,RC,2,1195.0,4,262,24.104268356007896
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC207,RC,2,1195.0,4,238,24.104268356007896
cumul:Relocate,relocate,RC208,RC,2,987.3,3,81,27.21298801700811
cumul:Relocate+Or-opt,"relocate,oropt",RC208,RC,2,949.8,3,159,22.3811364514882
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC208,RC,2,949.8,3,158,22.3811364514882
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC208,RC,2,949.8,3,158,22.3811364514882
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC208,RC,2,949.8,3,183,22.3811364514882
sem:Relocate,"oropt,swap,twoopt,cross",RC208,RC,2,993.9,3,410,28.06339389253961
sem:Or-opt,"relocate,swap,twoopt,cross",RC208,RC,2,937.4,3,164,20.78340420048962
sem:Swap,"relocate,oropt,twoopt,cross",RC208,RC,2,949.8,3,176,22.3811364514882
sem:2-opt,"relocate,oropt,swap,cross",RC208,RC,2,949.8,3,179,22.3811364514882
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC208,RC,2,949.8,3,159,22.3811364514882
